FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,id,infra,name,iso3,Continent_Code,dist,matches
MAp02,MAp02a,Morocco,Casablanca,<Null>,Bulk Commodities Port,33.607233,-7.600243,E,Y,Fertilizer,Phosphate,-999.0,NA,<Null>,<Null>,OCP,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp013, MZp012",Grand Casablanca,45793,POINT (-846055.1806651419 3952534.959793463),port220,port,Casablanca_Morocco,MAR,AF,2382.9018451300844,Y
GQp01,GQp01c,Equatorial Guinea,Punta Europa Terminal,<Null>,Oil and Gas Terminal,3.783333,8.716667,E,Y,"Oil and Gas Products, Refined",Methanol,1100000.0,Thousand 42-gallon barrels,<Null>,<Null>,Atlantic Methanol Production Co. LLC,Marathon E G Production Ltd.,https://www.marathon.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, GQp001, GQp005",Bioko Norte,46306,POINT (970334.9318545315 418647.7159678136),port685,port,Malabo_Equatorial Guinea,GNQ,AF,2502.94264040511,Y
GQp01,GQp01b,Equatorial Guinea,Punta Europa Terminal,<Null>,Oil and Gas Terminal,3.783333,8.716667,E,Y,Oil and Gas Products,Liquefied Natural Gas (LNG),3.7,Million metric tons,<Null>,<Null>,Equatorial Guinea LNG Holdings Ltd.,Marathon E G Production Ltd,https://www.marathon.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, GQp001, GQp005",Bioko Norte,46306,POINT (970334.9318545315 418647.7159678136),port685,port,Malabo_Equatorial Guinea,GNQ,AF,2502.94264040511,Y
GQp01,GQp01a,Equatorial Guinea,Punta Europa Terminal,<Null>,Oil and Gas Terminal,3.783333,8.716667,E,Y,Oil and Gas Products,Petroleum Concentrate,24000.0,Thousand 42-gallon barrels,<Null>,Alba Field,Marathon Oil Co.,Marathon E G Production Ltd.,https://www.marathon.com/,<Null>,GQp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, GQp001, GQp002, GQp005",Bioko Norte,46306,POINT (970334.9318545315 418647.7159678136),port685,port,Malabo_Equatorial Guinea,GNQ,AF,2502.94264040511,Y
ERp01,ERp01g,Eritrea,Mitsiwa Harbor,Massawa,General Cargo Port,15.613005,39.479837,E,Y,Dimension Stone,"Granite, Marble",-999.0,NA,<Null>,Zara Mining Project,<Null>,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp001",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01h,Eritrea,Mitsiwa Harbor,Massawa,General Cargo Port,15.613005,39.479837,E,Y,Fertilizer,Potash,-999.0,NA,<Null>,Zara Mining Project,<Null>,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp001",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01a,Eritrea,Mitsiwa Harbor,Massawa,Oil and Gas Terminal,15.613005,39.479837,E,Y,"Oil and Gas Products, Refined",Refined Oil Products,-999.0,NA,<Null>,<Null>,Total Oil Terminal,Massawa Port Administration,https://www.masawaport.com/,<Null>,ERp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp001",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01b,Eritrea,Mitsiwa Harbor,Massawa,Oil and Gas Terminal,15.613005,39.479837,E,Y,"Oil and Gas Products, Refined",Refined Oil Products,-999.0,NA,<Null>,<Null>,Tamoil Oil Terminal,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp001",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01c,Eritrea,Mitsiwa Harbor,Massawa,General Cargo Port,15.613005,39.479837,E,Y,Copper,Unspecified,-999.0,NA,<Null>,Bisha Mine,Nevsun Resources,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp002",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01d,Eritrea,Mitsiwa Harbor,Massawa,General Cargo Port,15.613005,39.479837,E,Y,Gold,Unspecified,-999.0,NA,<Null>,Bisha Mine,Nevsun Resources,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp002",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01e,Eritrea,Mitsiwa Harbor,Massawa,General Cargo Port,15.613005,39.479837,E,Y,Zinc,Unspecified,-999.0,NA,<Null>,Bisha Mine,Nevsun Resources,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp002",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
ERp01,ERp01f,Eritrea,Mitsiwa Harbor,Massawa,General Cargo Port,15.613005,39.479837,E,Y,Silver,Unspecified,-999.0,NA,<Null>,Bisha Mine,Nevsun Resources,Massawa Port Administration,https://www.masawaport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, ERp002",Debub,47900,POINT (4394875.351441442 1748456.1375775144),port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,2552.8419410886213,Y
LYp03,LYp03a,Libya,Az Zawiya,<Null>,Oil and Gas Terminal,32.792313,12.677817,E,N,Oil and Gas Products,"Crude Oil, Refined Oil Products, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,Azzawiya Oil Refining Company (ARC),Azzawiya Oil Refining Company (ARC),http://arc.com.ly/en/,<Null>,LYp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp007",Az Zawiyah,45335,POINT (1411288.132810307 3844629.304314629),port85,port,Az Zawiya_Libya,LBY,AF,2628.2953890274453,Y
EGp07,EGp07a,Egypt,El-Adabiya,<Null>,Bulk Commodities Port,29.883981,32.46896,E,Y,Cement,"Cement (Bulk), Cement (Bagged), Clinker",-999.0,NA,<Null>,<Null>,<Null>,Red Sea Ports Authority,http://www.mts.gov.eg/,<Null>,EGp7,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp012",As Suways (Suez),48045,POINT (3614428.0937871677 3467359.669776622),port321,port,El-Adabiya_Egypt,EGY,AF,2688.591585359695,Y
EGp07,EGp07b,Egypt,El-Adabiya,<Null>,Bulk Commodities Port,29.883981,32.46896,E,Y,Fertilizer,"Phosphate Rock, Phosphate (Bulk)",-999.0,NA,<Null>,<Null>,MCC Mining,Red Sea Ports Authority,http://www.mts.gov.eg/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp013",As Suways (Suez),48045,POINT (3614428.0937871677 3467359.669776622),port321,port,El-Adabiya_Egypt,EGY,AF,2688.591585359695,Y
LYp06,LYp06a,Libya,Misratah,Port of Qasr Ahmed,Oil and Gas Terminal,32.364688,15.217573,E,N,Oil and Gas Products,Oil (Unspecified),200000.0,Metric tons,<Null>,<Null>,Misurata Free Zone (MFZ),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,LYp6,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp006",Misratah,45320,POINT (1694012.4774694685 3788406.404590047),port750,port,Misratah_Libya,LBY,AF,2728.8902306207024,Y
EHp02,EHp02a,Western Sahara,Laayoune,El Aaiun,Oil and Gas Terminal,27.093152,-13.431582,E,Y,Oil and Gas Products,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,EHp2,"NGA-WPI-Pub150, EHp002, Google Maps","NGA-WPI-Pub150, EHp002",Laayoune,45809,POINT (-1495196.868788099 3115659.5161898113),port623,port,Laayoune_Western Sahara,ESH,AF,2793.6048140326047,Y
EHp02,EHp02d,Western Sahara,Laayoune,El Aaiun,Bulk Commodities Port,27.093152,-13.431582,E,Y,Cement,"Cement (Bulk), Cement (Bagged)",500000.0,Metric tons,<Null>,Safi Cement Plant,Ciments du Maroc S.A. (CIMAR),Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, EHp002, Google Maps","NGA-WPI-Pub150, EHp003, WRLDp003",Laayoune,45809,POINT (-1495196.868788099 3115659.5161898113),port623,port,Laayoune_Western Sahara,ESH,AF,2793.6048140326047,Y
EHp02,EHp02c,Western Sahara,Laayoune,El Aaiun,Bulk Commodities Port,27.093152,-13.431582,E,Y,Sand,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, EHp002, Google Maps","NGA-WPI-Pub150, Ehp002",Laayoune,45809,POINT (-1495196.868788099 3115659.5161898113),port623,port,Laayoune_Western Sahara,ESH,AF,2793.6048140326047,Y
EHp02,EHp02b,Western Sahara,Laayoune,El Aaiun,Bulk Commodities Port,27.093152,-13.431582,E,Y,Fertilizer,Phosphate,2.6,Million metric tons,<Null>,<Null>,Phosboucraa,Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, EHp002, Google Maps","NGA-WPI-Pub150, EHp002, EHp004, WRLDp003",Laayoune,45809,POINT (-1495196.868788099 3115659.5161898113),port623,port,Laayoune_Western Sahara,ESH,AF,2793.6048140326047,Y
MZp02,MZp02a,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Ferroalloys,"Ferrochrome, Ferronickel",4.5,Million metric tons,<Null>,<Null>,<Null>,Maputo Port Development Co. (MPDC),<Null>,<Null>,MZp2,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp002, MZp003, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02h,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Aluminum,Aluminum Metal,560000.0,Metric tons,<Null>,<Null>,"Mozal, S.A.",Maputo Port Development Co. (MPDC),<Null>,<Null>,<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZp005, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02f,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Cement,Clinker,7.5,Million metric tons,"Shared capacity: MZp02c, MZp02d, MZp02g, MZp02h",<Null>,Grindrod Mozambique Ltda. (GML),Maputo Port Development Co. (MPDC),<Null>,"Turkey, Others",<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZp004, MZp006, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02g,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Aluminum,"Alumina, Petroleum Coke, and Pitch (combined capacity)",1.4,Million metric tons,<Null>,<Null>,"Mozal, S.A.",Maputo Port Development Co. (MPDC),<Null>,<Null>,<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZp005, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02e,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Gypsum,Unspecified,7.5,Million metric tons,"Shared capacity: MZp02c, MZp02d, MZp02g, MZp02h",<Null>,Grindrod Mozambique Ltda. (GML),Maputo Port Development Co. (MPDC),<Null>,"Turkey, Others",<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZp004, MZp006, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02d,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Iron and Steel,"Magnetite, Iron Oxide",7.5,Million metric tons,"Shared capacity: MZp02c, MZp02d, MZp02g, MZp02h",<Null>,Grindrod Mozambique Ltda. (GML),Maputo Port Development Co. (MPDC),<Null>,"Turkey, Others",<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZp004, MZp006, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02c,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Coal,Unspecified,7.5,Million metric tons,"Shared capacity: MZp02c, MZp02d, MZp02g, MZp02h",<Null>,Grindrod Mozambique Ltda. (GML),Maputo Port Development Co. (MPDC),<Null>,"Turkey, Others",<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZp004, MZp006, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
MZp02,MZp02b,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Bulk Minerals,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Maputo Port Development Co. (MPDC),<Null>,<Null>,<Null>,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp001, MZ0p03, MZp012",Maputo City,46870,POINT (3623536.3658433645 -2975595.596672748),port702,port,Maputo_Mozambique,MOZ,AF,3385.123587190915,Y
EGp02,EGp02b,Egypt,Suez,As Suways,Oil and Gas Terminal,29.940412,32.562914,E,Y,Oil and Gas Products,Liquefied Bulk Petroleum,4.14,Million metric tons,<Null>,<Null>,<Null>,Maritime Transport Sector (MTS),http://www.mts.gov.eg/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, EGp003","NGA-WPI-Pub150, EGp001",As Suways (Suez),48040,POINT (3624887.0052251588 3474570.433392895),port71,port,As Suways_Egypt,EGY,AF,3839.644607951137,Y
EGp02,EGp02a,Egypt,Suez,As Suways,Bulk Commodities Port,29.940412,32.562914,E,Y,Bulk Cargo,Unspecified,6.6,Million metric tons,<Null>,<Null>,<Null>,Maritime Transport Sector (MTS),http://www.mts.gov.eg/,<Null>,EGp2,"NGA-WPI-Pub150, Google Maps, EGp002","NGA-WPI-Pub150, EGp001",As Suways (Suez),48040,POINT (3624887.0052251588 3474570.433392895),port71,port,As Suways_Egypt,EGY,AF,3839.644607951137,Y
MAp08,MAp08b,Morocco,Tangier-Mediterranean,Tanger,Oil and Gas Terminal,35.86178,-5.537478,E,Y,"Oil and Gas Products, Refined","Fuel Oil, Mogas, Diesel, Marine Diesel Oil (MDO)",630000.0,Metric tons,<Null>,<Null>,Horizon Tangiers Terminal SA (HTTSA),Tanger Med Port Authority,http://www.tmpa.ma/en/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp001",Tanger - Tétouan,45753,POINT (-616429.2312389549 4256586.302103654),port1265,port,Tangier-Mediterranean_Morocco,MAR,AF,3844.6939124926175,Y
MAp08,MAp08a,Morocco,Tangier-Mediterranean,Tanger,Bulk Commodities Port,35.86178,-5.537478,E,Y,Mineral Products,Unspecified Containerized Minerals,-999.0,NA,<Null>,<Null>,Eurogate Tangier (Eurogate),Tanger Med Port Authority,http://www.tmpa.ma/en/,<Null>,MAp8,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp005",Tanger - Tétouan,45753,POINT (-616429.2312389549 4256586.302103654),port1265,port,Tangier-Mediterranean_Morocco,MAR,AF,3844.6939124926175,Y
NGp02,NGp02a,Nigeria,Calabar,<Null>,Oil and Gas Terminal,4.972582,8.322704,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,ECM Terminals Limited Calabar,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp2,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp001, NGp002",Cross River,46230,POINT (926479.171303141 550540.4502947069),port205,port,Calabar_Nigeria,NGA,AF,3927.7902606093694,Y
DJp01,DJp01a,Djibouti,Djibouti,<Null>,Bulk Commodities Port,11.605562,43.138347,E,N,Bulk Cargo,Unspecified,-999.0,NA,<Null>,<Null>,The Djibouti Ports and Free Zones Authority (DPFZA),The Djibouti Ports and Free Zones Authority (DPFZA),http://www.dpfza.gov.dj/,<Null>,DJp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, DJp001, DJp002",Djibouti,47850,POINT (4802138.821703541 1292260.888048983),port294,port,Djibouti_Djibouti,DJI,AF,3961.7551405731215,Y
AGp05,AGp05a,Angola,Namibe,<Null>,General Cargo Port,-15.193233,12.13158,E,Y,Dimension Stone,Granite,34300.0,Cubic metres,<Null>,<Null>,<Null>,Empresa Portuaria do Namibe,<Null>,"Western Europe, India, China",AGp5,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp007, AGp009",Namibe,46610,POINT (1350481.3081178619 -1700287.9442998772),port788,port,Namibe_Angola,AGO,AF,3993.228954356275,Y
AGp05,AGp05b,Angola,Namibe,<Null>,Bulk Commodities Port,-15.193233,12.13158,E,Y,Iron and Steel,"Iron Ore (Hematite, Specularite)",-999.0,NA,<Null>,Kassinga/Jamba Mines,SACOMAR,Empresa Portuaria do Namibe,<Null>,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp007, AGp008",Namibe,46610,POINT (1350481.3081178619 -1700287.9442998772),port788,port,Namibe_Angola,AGO,AF,3993.228954356275,Y
TNp02,TNp02b,Tunisia,Gabes,<Null>,Bulk Commodities Port,33.895473,10.116028,E,Y,Fertilizer,Phosphoric Acid,-999.0,NA,<Null>,<Null>,Chermar,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp007, TNp012",Gabès,45375,POINT (1126111.0858104976 3990947.0607085237),port371,port,Gabes_Tunisia,TUN,AF,4336.553289079068,Y
TNp02,TNp02c,Tunisia,Gabes,<Null>,Bulk Commodities Port,33.895473,10.116028,E,Y,Fertilizer,"Phosphate Fertilizer, Diammonium Phosphate (DAP), Triple Superphosphate (TSP), Monoammonium Phosphate (MAP), Dicalcium Phosphate (DCP), Aluminum Fluoride",-999.0,NA,<Null>,<Null>,Chermar,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp007, TNp012, TNp013",Gabès,45375,POINT (1126111.0858104976 3990947.0607085237),port371,port,Gabes_Tunisia,TUN,AF,4336.553289079068,Y
TNp02,TNp02a,Tunisia,Gabes,<Null>,Oil and Gas Terminal,33.895473,10.116028,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp2,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp007, TNp009, TNp015",Gabès,45375,POINT (1126111.0858104976 3990947.0607085237),port371,port,Gabes_Tunisia,TUN,AF,4336.553289079068,Y
TNp02,TNp02d,Tunisia,Gabes,<Null>,Bulk Commodities Port,33.895473,10.116028,E,Y,Cement,Portland,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp009, TNp013",Gabès,45375,POINT (1126111.0858104976 3990947.0607085237),port371,port,Gabes_Tunisia,TUN,AF,4336.553289079068,Y
EGp06,EGp06a,Egypt,El Dekheila Petroleum Terminal,El-Dekheila,Oil and Gas Terminal,31.132286,29.805733,E,N,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,Alexandria Petroleum Co.,Egyptian General Petroleum Corporation (EGPC),<Null>,<Null>,EGp6,"Google Earth, EGp003",EGp003,Al Iskandariyah (Alexandria),N/A,POINT (3317959.0202802704 3627852.3906189427),port23,port,Al Iskandariyh (Alexandria)_Egypt,EGY,AF,4636.712922076408,Y
AGp03,AGp03d,Angola,Luanda,<Null>,Bulk Commodities Port,-8.8,13.25,E,Y,Cement,"Clinker, Cement, Other Aggregates",-999.0,NA,<Null>,<Null>,Nova Cimangola SA,Empresa Portuaria de Luanda,https://www.portoluanda.co.ao/index.php,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp001, AGp002, AGp003, AGp005",Luanda,46560,POINT (1474983.2530108748 -976953.3451070014),port665,port,Luanda_Angola,AGO,AF,4733.001096794808,Y
AGp03,AGp03c,Angola,Luanda,<Null>,Bulk Commodities Port,-8.8,13.25,E,Y,Iron and Steel,Iron Ore,-999.0,NA,<Null>,<Null>,<Null>,Empresa Portuaria de Luanda,https://www.portoluanda.co.ao/index.php,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp005",Luanda,46560,POINT (1474983.2530108748 -976953.3451070014),port665,port,Luanda_Angola,AGO,AF,4733.001096794808,Y
AGp03,AGp03a,Angola,Luanda,<Null>,Oil and Gas Terminal,-8.8,13.25,E,Y,Oil and Gas Products,"Crude Oil, Gas, Fuel Oil",435000.0,Metric tons,<Null>,<Null>,Sonangol EP,Empresa Portuaria de Luanda,https://www.portoluanda.co.ao/index.php,São Tomé and Principe,AGp3,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp001, AGp003, AGp004, AGp005, AGp006",Luanda,46560,POINT (1474983.2530108748 -976953.3451070014),port665,port,Luanda_Angola,AGO,AF,4733.001096794808,Y
AGp03,AGp03b,Angola,Luanda,<Null>,General Cargo Port,-8.8,13.25,E,Y,Diamonds,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Empresa Portuaria de Luanda,https://www.portoluanda.co.ao/index.php,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp005",Luanda,46560,POINT (1474983.2530108748 -976953.3451070014),port665,port,Luanda_Angola,AGO,AF,4733.001096794808,Y
MRp02,MRp02k,Mauritania,Nouakchott,Port of Friendship,Oil and Gas Terminal,18.035633,-16.02391,E,Y,"Oil and Gas Products, Refined",Gasoline,117000.0,Metric tons,<Null>,<Null>,<Null>,Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp002, MRp005",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
MRp02,MRp02l,Mauritania,Nouakchott,Port of Friendship,Oil and Gas Terminal,18.035633,-16.02391,E,Y,"Oil and Gas Products, Refined",Butane Gas,61600.0,Metric tons,<Null>,<Null>,<Null>,Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp002, MRp005",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
MRp02,MRp02j,Mauritania,Nouakchott,Port of Friendship,Oil and Gas Terminal,18.035633,-16.02391,E,Y,"Oil and Gas Products, Refined","Fuel Oil, Liquefied Natural Gas (LNG)",346000.0,Metric tons,<Null>,<Null>,<Null>,Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp002, MRp005",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
MRp02,MRp02g,Mauritania,Nouakchott,Port of Friendship,Bulk Commodities Port,18.035633,-16.02391,E,Y,Cement,Clinker,795000.0,Metric tons,<Null>,<Null>,Exploitation non aménagée (Ciment de Mauritanie),Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp005",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
MRp02,MRp02h,Mauritania,Nouakchott,Port of Friendship,Bulk Commodities Port,18.035633,-16.02391,E,Y,Chemical Products,"Lime (Quicklime, Slaked Lime), Caustic Soda (Poured or Not)",-999.0,NA,<Null>,<Null>,<Null>,Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp002",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
MRp02,MRp02i,Mauritania,Nouakchott,Port of Friendship,Oil and Gas Terminal,18.035633,-16.02391,E,Y,"Oil and Gas Products, Refined","Gasoline, Fuel Oil, Gas Oil, Liquefied Natural Gas (LNG), Bitumen (Tar), Butane Gas (Bulk, Bottled), Lubricating Oil, Engine Oil (Industrial), Aircraft Kerosene",569000.0,Metric tons,<Null>,<Null>,SEPCO Sarl Industries,Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp001, MRp002, MRp004, MRp005",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
MRp02,MRp02d,Mauritania,Nouakchott,Port of Friendship,General Cargo Port,18.035633,-16.02391,E,Y,Gold,Gold Concentrate,-999.0,NA,<Null>,Guelb Moghrein Copper-Gold Mine and Tasiast Gold Mine,Mauritanian Copper Mines (MCM),Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp003, MRp004",Nouakchott,45814,POINT (-1783773.5017172445 2028497.3590900966),port831,port,Nouakchott_Mauritania,MRT,AF,5030.087922647431,Y
